zone,state,eaid,lga,urca_cat,entid,q102,q103,q201,q201__1,q201__2,q201__3,q201__4,q201__5,q201__6,q201__7,q201__8,q201__9,q201__10,q201__11,q201__12,q201__13,q201__14,q201__15,q201__16,q201__17,q201__18,q201__19,q201__20,q201__21,q201__22,q201__23,q201__24,q201__25,q201__96,q201_1,q202,q202__1,q202__2,q202__3,q202__4,q202__5,q202__6,q202__7,q202__8,q203,q204_1,q204_2,q205_1,q205_2,q206,q207,q207__1,q207__2,q207__3,q207__4,q207__5,q207__6,q207__7,q207__8,q207__9,q207__10,q207__11,q207__12,q207__13,q208,q208__1,q208__2,q208__3,q208__4,q208__5,q208__6,q208__7,q208__8,q208__9,q208__10,q208__11,q208__12,q208__13,q209_1,q209_2,q209_3,q210,q211,q212,q213_1,q213_2,q213_3,q213_4,q213_5,q213_5_1,q213_6,q213_6_1,q214,q214_1,q215,q215_1,q215_1__1,q215_1__2,q215_1__96,q216,q216__1,q216__2,q216__3,q216__4,q216__5,q216__6,q216__7,q216__8,q216__9,q216__10,q216__11,q216__12,q216__13,q216__96,q217,q217_1,q217_2,q301,q301__1,q301__2,q301__3,q301__4,q301__5,q301__6,q301__7,q301__8,q301__9,q301__10,q301__11,q301__12,q301__13,q301__14,q301__0,q301__96,q302,q303,q304_1,q304_2,q304_3,q304_4,q304_5,q304_6,q304_7,q304_8,q304_9,q304_10,q304_10__1,q304_10__2,q304_10__3,q304_10__4,q304_10__5,q304_10__6,q304_10__7,q304_10__0,q304_10__96,q305_1,q305_2,q305_3,q305_4,q305_5,q305_6,q305_7,q306_1,q306_2,q306_2__1,q306_2__2,q306_2__3,q306_2__4,q306_2__5,q306_2__6,q306_2__7,q306_2__8,q306_2__9,q306_2__10,q306_2__11,q306_2__12,q306_2__13,q306_3,q306_4,q306_5,q306_6,q306_7,q306_8,q306_9,q306_10,q306_11,q306_12,q307_1,q307_2,q307_2__1,q307_2__2,q307_2__3,q307_2__4,q307_2__5,q307_2__6,q307_2__7,q307_2__8,q307_2__9,q307_2__10,q307_2__11,q307_2__12,q307_2__13,q307_3,q307_4,q307_5,q307_6,q307_7,q307_8,q307_9,q307_10,q307_11,q307_12,q308,q309,q401,q401__1,q401__2,q401__3,q401__4,q401__5,q401__6,q403,q403__1,q403__2,q403__3,q403__4,q403__5,q403__6,q403__7,q403__8,q403__9,q403__10,q403__11,q403__0,q403__96,q403_1,q404,q406,q406_1,q406_1__1,q406_1__2,q406_1__3,q406_1__4,q406_1__5,q406_1__6,q406_1__7,q406_1__8,q406_1__9,q406_1__10,q406_1__11,q406_1__12,q406_1__13,q406_1__96,q406_2,q407,q501,q501__1,q501__2,q501__3,q501__4,q501__5,q501__96,q501_1,q601_1,q601_2,q601_3,q601_4,q602,q603,q604_1,q604_2,q604_3,q604_4,att_opt_a1_1,att_opt_a2_1,att_opt_a3_1,att_opt_a4_1,att_opt_a5_1,att_opt_a6_1,att_opt_b1_1,att_opt_b2_1,att_opt_b3_1,att_opt_b4_1,att_opt_b5_1,att_opt_b6_1,att_opt_a1_2,att_opt_a2_2,att_opt_a3_2,att_opt_a4_2,att_opt_a5_2,att_opt_a6_2,att_opt_b1_2,att_opt_b2_2,att_opt_b3_2,att_opt_b4_2,att_opt_b5_2,att_opt_b6_2,q605_1,q606_1,q605_2,q606_2,wtp_bid1,wtp_supply,wtp_apps,q607,wtp_bid2,q608,wtp_bid3,q609,q610,comment,validated,natweight
North Central,Federal Capital Territory,FC_71,bwari,Town,e58782d6-23b2-48da-aa48-4494bd6b439b,1,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,1,2020-02-01,07:00:00.000+01:00,23:00:00.000+01:00,3,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20000,0,99,0,35,8,8,3,NA,3,NA,0,NA,1,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3 5 4,0,0,1,1,1,0,0,0,0,0,0,0,0,10,0,14,0,0,2000,2500,900,4,3,0,NA,1 2 3 6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5 4,0,0,0,1,1,0,NA,3,4,2,2,2,3,4,3,4,1,9,3,100000,any appliances,a diesel generator,a group of local townspeople,3,6,3000,lighting and phone charging and fan and tv,the grid,a private power company,12,6,33000,lighting and phone charging,a solar microgrid,the state electricity company,6,12,66000,lighting and phone charging,a solar home system,a private power company,b,1,a,1,100000,grid supply,that can power all appliances,0,66000,0,33000,0,1200,NA,yes,0.0261256220971568
North Central,Federal Capital Territory,FC_71,bwari,Town,5410dc38-e1c7-4d84-9ad8-a9b73668e49f,1,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,1,2019-02-01,08:00:00.000+01:00,21:00:00.000+01:00,2,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,65000,0,99,0,28,4,14,2,NA,1,NA,0,NA,1,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,40000,1000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,15,0,1,99,99,1500,3,3,0,NA,1 3 6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,3,4,3,4,3,6,12,33000,lighting and phone charging and fan and tv,a solar microgrid,a private power company,9,6,100000,lighting and phone charging and fan and tv,a solar microgrid,a private power company,6,3,66000,any appliances,a solar microgrid,the state electricity company,6,3,66000,lighting and phone charging,a diesel generator,the state electricity company,a,1,b,1,100000,off-grid supply,that can power all appliances,0,66000,0,33000,0,2000,NA,yes,0.0261256220971568
North Central,Federal Capital Territory,FC_71,bwari,Town,6f7d1cd6-51f1-466b-bb05-418c1bb9973a,1,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,6 5 4 3 2 1,1,1,1,1,1,1,0,0,2020-02-01,08:00:00.000+01:00,18:30:00.000+01:00,3,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,950000,0,99,0,28,5,14,7,NA,9,NA,0,NA,1,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,2,4,200000,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,14,1,0,99,99,5000,4,4,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,98,2,2,3,3,4,3,4,3,6,6,33000,lighting and phone charging,the grid,a group of local townspeople,3,6,33000,any appliances,a diesel generator,the state electricity company,9,6,66000,lighting and phone charging and fan and tv,a diesel generator,a private power company,9,3,66000,lighting and phone charging,the grid,a private power company,a,1,b,1,3000,off-grid supply,NA,1,6000,0,3000,NA,3000,NA,yes,0.0261256220971568
North Central,Kogi,KO_161,yagba_west,<1hr to small city/town+,b81b2adb-f394-46cf-aea2-7a6e871400f0,1,NA,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6 5 4 2 1 3,1,1,1,1,1,1,0,0,2018-02-01,08:00:00.000+01:00,18:00:00.000+01:00,6,6,6,1 2 9 8 3,1,1,1,0,0,0,0,1,1,0,0,0,0,4 5 6 7 10 11 12,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,55000,0,4000,0,28,3,12,7,NA,1,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8 7 6 5 3 4,0,0,1,1,1,1,1,1,0,0,0,0,0,12,3,12,0,0,99,99,5000,3,2,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,3,3,3,3,2,12,9,100000,lighting and phone charging,the grid,a private power company,6,3,100000,any appliances,a solar microgrid,a private power company,3,9,100000,lighting and phone charging and fan and tv,a diesel generator,a private power company,3,3,100000,any appliances,a solar microgrid,a private power company,a,1,a,1,3000,grid supply,NA,0,3000,NA,3000,NA,1500,NA,yes,0.0391407251875428
North Central,Kogi,KO_161,yagba_west,<1hr to small city/town+,65154a55-237a-4d0c-a7cd-bfca4ce8174a,1,NA,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,1,2014-02-01,10:00:00.000+01:00,22:00:00.000+01:00,10,10,6,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,1 2 3 4 9 10 11 12 5,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,60000,0,20000,0,45,7,20,7,NA,7,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,55000,7000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7 8 6 5,0,0,0,0,1,1,1,1,0,0,0,0,0,12,7,12,0,0,99,99,1000,4,4,0,NA,1 6 3,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2 4,0,1,0,1,0,0,NA,2,2,2,3,1,3,3,2,2,2,3,9,33000,lighting and phone charging and fan and tv,a solar home system,a group of local townspeople,6,6,66000,lighting and phone charging,a diesel generator,a private power company,12,6,66000,lighting and phone charging and fan and tv,a solar microgrid,a group of local townspeople,3,3,3000,lighting and phone charging,a diesel generator,a private power company,b,1,a,2,100000,off-grid supply,that can power all appliances,0,66000,0,33000,0,20000,NA,yes,0.0391407251875428
North Central,Kogi,KO_161,yagba_west,<1hr to small city/town+,045857bd-7be4-4a7e-8e8a-ab48c36c012c,1,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 5 4 6,1,1,1,1,1,1,0,0,2016-02-01,08:00:00.000+01:00,18:00:00.000+01:00,20,20,6,3 4 5,0,0,1,1,1,0,0,0,0,0,0,0,0,1 2 6 7 8 9 10 11 12,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,50000,0,5000,1,30,5,14,7,NA,1,NA,1,1,0,NA,NA,NA,NA,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,12,7,12,0,0,2000,40000,5000,3,3,1,5000,1 6,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,1,4,2,3,2,2,9,9,3000,lighting and phone charging,a diesel generator,a group of local townspeople,9,3,100000,lighting and phone charging,a diesel generator,a private power company,3,3,100000,lighting and phone charging,a solar microgrid,a private power company,6,12,66000,lighting and phone charging,a solar microgrid,a group of local townspeople,a,3,b,2,6000,off-grid supply,that can power all appliances,0,3000,1,6000,NA,3000,she doesnt have an apprentice and she said she spend at 5000 monthly for her profit as her husband helps with the rest,yes,0.0391407251875428
North Central,Kogi,KO_161,yagba_west,<1hr to small city/town+,26476e16-7067-44fe-acce-8787ec5d9272,1,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,1,2010-02-01,10:00:00.000+01:00,18:00:00.000+01:00,20,20,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50000,0,3000,0,46,11,21,7,NA,1,NA,0,NA,0,NA,NA,NA,NA,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7 6 8,0,0,0,0,0,1,1,1,0,0,0,0,0,12,3,12,0,0,99,99,5000,3,3,1,1000,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,1,4,2,3,1,1,9,3,100000,any appliances,a solar microgrid,a private power company,3,12,3000,lighting and phone charging and fan and tv,the grid,the state electricity company,12,6,100000,lighting and phone charging and fan and tv,a solar microgrid,a private power company,12,9,100000,lighting and phone charging and fan and tv,a diesel generator,the state electricity company,a,1,a,1,9000,grid supply,that can power all appliances,0,6000,0,3000,1,4000,No employees so there is no need to pay for salary,yes,0.0391407251875428
North Central,Kogi,KO_161,yagba_west,<1hr to small city/town+,5816305e-612d-4787-a6c6-2b46c52c5b90,1,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4 5 6,1,1,1,1,1,1,0,0,2016-02-01,09:00:00.000+01:00,19:00:00.000+01:00,9,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50000,1,8000,1,42,5,0,7,NA,9,NA,1,1,1,1,1,0,0,1 3 11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1 7 6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,12,3,12,0,0,99,99,5000,3,3,1,1000,1 3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4 2,0,1,0,1,0,0,NA,4,2,3,3,2,3,2,3,3,1,6,9,100000,any appliances,the grid,a group of local townspeople,9,9,100000,lighting and phone charging and fan and tv,a solar microgrid,a private power company,3,12,100000,any appliances,a solar home system,the state electricity company,6,12,66000,any appliances,a solar home system,a private power company,a,2,b,2,33000,off-grid supply,that can power all appliances,0,9000,0,6000,0,5000,NA,yes,0.0391407251875428
North Central,Kogi,KO_159,adavi,<1hr to int. city,18ce01f4-2a09-4260-9a1a-b123db618ece,1,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6 5 4 3 2 1,1,1,1,1,1,1,0,0,2017-02-01,08:00:00.000+01:00,18:00:00.000+01:00,6,9,6,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,8 9 10 11 12,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,800000,4,60000,0,48,6,18,7,NA,7,NA,1,1,0,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,8,50000,20000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,18,0,0,9000,8000,6000,2,2,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,2,2,2,3,6,12,66000,lighting and phone charging and fan and tv,a solar home system,a private power company,9,6,33000,lighting and phone charging,a solar microgrid,the state electricity company,9,3,66000,lighting and phone charging and fan and tv,a diesel generator,a private power company,9,12,33000,lighting and phone charging,a solar microgrid,the state electricity company,b,2,b,1,100000,grid supply,that can power all appliances,0,66000,0,33000,0,10000,NA,yes,0.0802062472175895
North Central,Niger,NI_196,mashegu,<1hr to small city/town+,3b056b3e-5ff2-4eea-9900-7448213e9e38,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4 5 6,1,1,1,1,1,1,0,0,2015-02-01,07:00:00.000+01:00,18:00:00.000+01:00,20,20,6,9 12 1,1,0,0,0,0,0,0,0,1,0,0,1,0,5 11 7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,500000,1,7000,0,58,5,22,3,NA,3,NA,1,1,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,88000,15000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5 6 7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,24,0,0,3000,4000,2000,2,2,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6,1,2,1,2,9,12,3000,lighting and phone charging,a diesel generator,a group of local townspeople,9,12,3000,lighting and phone charging,a solar microgrid,a private power company,9,6,3000,lighting and phone charging and fan and tv,a solar home system,the state electricity company,3,12,3000,any appliances,a solar microgrid,the state electricity company,a,3,a,3,66000,off-grid supply,that can power all appliances,0,33000,0,9000,0,4000,doesnt pay self,yes,0.0391407251875428
North Central,Niger,NI_196,mashegu,<1hr to small city/town+,811def8e-b702-45ef-9197-be4e69538777,1,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 4 2 3 5 6,1,1,1,1,1,1,0,0,2020-02-01,09:00:00.000+01:00,22:00:00.000+01:00,20,15,6,4 5 6,0,0,0,1,1,1,0,0,0,0,0,0,0,12 11 9 1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,250000,5,40000,1,40,1,0,7,NA,7,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5 6 7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,24,0,0,3000,18000,2000,4,4,1,4000,1 3 4 6,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,0,1,0,0,NA,2,2,2,2,2,5,1,1,1,1,12,6,33000,lighting and phone charging,a solar microgrid,a group of local townspeople,3,6,100000,lighting and phone charging and fan and tv,the grid,a group of local townspeople,12,6,33000,any appliances,the grid,a group of local townspeople,9,6,33000,lighting and phone charging and fan and tv,a solar microgrid,the state electricity company,a,1,a,1,100000,off-grid supply,NA,0,66000,0,33000,0,4000,NA,yes,0.0391407251875428
North Central,Niger,NI_196,mashegu,<1hr to small city/town+,1d8d4a29-39fd-4036-8280-ab05e5c1919f,1,NA,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4 5 6,1,1,1,1,1,1,0,0,2017-02-01,09:00:00.000+01:00,22:00:00.000+01:00,15,20,6,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,1 9 11 12,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,400000,1,25000,0,35,3,8,3,NA,3,NA,1,1,0,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6 7 5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,24,0,0,3000,5000,1000,4,4,1,2000,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,6,1,4,1,1,12,12,100000,lighting and phone charging,a solar microgrid,a group of local townspeople,9,9,33000,lighting and phone charging,a diesel generator,a private power company,3,9,3000,lighting and phone charging,a solar microgrid,a private power company,9,6,66000,lighting and phone charging,a solar home system,a group of local townspeople,b,1,a,1,9000,grid supply,NA,0,6000,0,3000,0,2000,NA,yes,0.0391407251875428
North Central,Niger,NI_196,mashegu,<1hr to small city/town+,f953425d-942a-4fb3-9898-a28e186fa36d,1,NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,1,2012-02-01,08:00:00.000+01:00,22:00:00.000+01:00,7,7,6,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,1 12 10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,60000,1,15000,0,45,8,0,3,NA,3,NA,0,NA,0,NA,NA,NA,NA,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,15000,12000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5 6 7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,24,0,0,2000,3000,1000,4,4,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,1,4,1,2,3,6,100000,lighting and phone charging,the grid,a group of local townspeople,3,3,33000,lighting and phone charging and fan and tv,a diesel generator,the state electricity company,9,12,66000,lighting and phone charging,the grid,the state electricity company,9,9,3000,any appliances,a solar home system,a group of local townspeople,b,1,b,1,33000,grid supply,NA,0,9000,0,6000,0,2000,NA,yes,0.0391407251875428
